cleanup_id,zone,state,country,gps,cleanup_type,cleanup_date,group_name,adults,children,people,pounds,number_of_bags,cigarette_butts,food_wrappers_candy_chips_etc,take_out_away_containers_plastic,take_out_away_containers_foam,bottle_caps_plastic,bottle_caps_metal,lids_plastic,straws_stirrers,forks_knives_spoons,beverage_bottles_plastic,beverage_bottles_glass,beverage_cans,grocery_bags_plastic,other_plastic_bags,paper_bags,cups_plates_paper,cups_plates_plastic,cups_plates_foam,fishing_buoys_pots_traps,fishing_net_pieces,fishing_line_1_yard_meter_1_piece,rope_1_yard_meter_1_piece,x6_pack_holders,other_plastic_foam_packaging,other_plastic_bottles_oil_bleach_etc,strapping_bands,tobacco_packaging_wrap,beverages_sachets,appliances_refrigerators_washers_etc,balloons,cigar_tips,cigarette_lighters,construction_materials,fireworks,tires,toys,e_cigarettes,other_tobacco_packaging_lighter_etc,condoms,diapers,syringes,tampons_tampon_applicators,gloves_masks_ppe,foam_dock_pieces,electronic_waste_phones_batteries,cotton_bud_sticks_swabs,clothing_shoes
192049,"Ventura County, CA, USA","California, USA",United States,"34.19831, -119.24921",land,2021-09-18,1,5,NA,5,3.98,NA,2,2,2,NA,1,1,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,0
188230,"Solano County, CA, USA","California, USA",United States,"38.08539, -122.24576",land,2021-09-18,Abegail Emilah Jada Jelani Ethan,5,NA,5,40.74,NA,1,30,12,8,2,2,NA,NA,7,7,17,4,15,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0
243365,"Alameda County, CA, USA","California, USA",United States,"37.864410329257, -122.30254287886",land,2022-09-17,alligator head collectors,5,NA,5,18.104,NA,1,10,1,NA,35,NA,NA,2,3,6,2,20,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,3,NA,6,NA,NA,NA,2
188443,"San Mateo County, CA, USA","California, USA",United States,"37.59498, -122.50343",land,2021-09-18,APES 3rd and 6th Period,5,NA,5,4.1,NA,NA,6,5,2,1,NA,NA,NA,1,3,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,0
188088,"Los Angeles County, CA, USA","California, USA",United States,"33.99393, -118.48171",land,2021-09-18,Aurora - 5,5,NA,5,7.59,NA,60,2,4,NA,6,4,1,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188349,"San Mateo County, CA, USA","California, USA",United States,"37.49589, -122.22102",land,2021-09-18,biac9,5,NA,5,30.23,NA,NA,7,5,17,2,NA,2,4,3,21,3,10,33,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,5,1,2,NA,NA,NA,NA,2,NA,NA,NA,0
242979,"San Francisco County, CA, USA","California, USA",United States,"37.73407590579, -122.37552948307",land,2022-09-17,Box SF,5,NA,5,34.065,NA,33,15,2,4,15,4,NA,12,2,6,18,23,14,12,3,5,4,3,NA,NA,NA,NA,1,4,NA,NA,NA,11,NA,3,NA,NA,4,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,1,2
188448,"Yolo County, CA, USA","California, USA",United States,"38.68947, -121.87282",land,2021-09-18,Cache Creek Conservancy,5,NA,5,5.3,NA,NA,NA,1,1,NA,5,NA,NA,NA,14,5,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
216539,"Riverside County, CA, USA","California, USA",United States,"33.685, -117.15392",land,2021-09-18,Cal Coast Cares,5,NA,5,23,NA,50,50,10,10,NA,NA,20,30,5,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
242683,"Orange County, CA, USA","California, USA",United States,"33.46291135, -117.68497071",land,2022-09-17,CANON,5,NA,5,1.256,NA,NA,4,NA,NA,5,1,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187994,"San Mateo County, CA, USA","California, USA",United States,"37.59893, -122.49983",land,2021-09-18,Capuchino High School,5,NA,5,8.42,NA,53,8,6,NA,NA,3,4,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242991,"Santa Barbara County, CA, USA","California, USA",United States,"34.410827555551, -119.85676237949",land,2022-09-17,cassidy dg,5,NA,5,271.923,NA,11,12,11,10,25,15,12,2,12,9,5,7,10,12,7,5,46,39,NA,NA,NA,NA,NA,0,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,6,NA,NA,NA,3,9
267713,"San Francisco County, San Francisco, CA, USA","California, USA",United States,"37.7377828, -122.3725628",land,2022-09-17,cooley,5,NA,5,202.088,NA,8,36,10,5,9,14,7,5,5,14,10,12,17,29,17,6,4,6,NA,NA,NA,NA,2,8,8,5,NA,9,1,3,NA,NA,6,NA,NA,2,2,6,NA,NA,NA,NA,7,1,1,2,5
212713,"Alameda County, CA, USA","California, USA",United States,"37.582159480747, -121.69969857253",land,2021-09-18,Del Valle East Shore,1,4,5,55,4,171,100,NA,NA,150,100,NA,3,1,5,1,5,32,2,NA,NA,20,11,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
243412,"Alameda County, CA, USA","California, USA",United States,"37.71321402053, -121.94268338921",land,2022-09-17,dublin creek clean up day,5,NA,5,21.87,NA,1,NA,NA,NA,7,7,NA,NA,120,22,32,29,NA,NA,NA,59,5,74,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187736,"Alameda County, CA, USA","California, USA",United States,"37.70569, -121.90378",land,2021-09-18,Dublin Creek Cleanup Day,5,NA,5,4.89,NA,6,13,6,1,2,1,3,2,3,7,3,2,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,0
243557,"Los Angeles County, CA, USA","California, USA",United States,"33.755622574425, -118.30833444762",land,2022-09-17,Dumster Divers,5,NA,5,10.074,NA,10,12,2,NA,30,25,1,2,1,3,5,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242957,"Alameda County, CA, USA","California, USA",United States,"37.669779681482, -121.75923229291",land,2022-09-17,epidemically fhs,5,NA,5,27.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187303,"San Diego County, CA, USA","California, USA",United States,"33.16015, -117.35462",land,2021-09-18,Escauriaga’s Breeze Hill elementary,5,NA,5,0.32,NA,NA,NA,3,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242481,"Santa Barbara County, CA, USA","California, USA",United States,"34.403079361104, -119.74350122166",land,2022-09-17,Explore Ecology,5,NA,5,144.652,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242792,"Santa Barbara County, CA, USA","California, USA",United States,"34.403245174358, -119.69383603904",land,2022-09-17,explore ecology,5,NA,5,63.54,NA,20,7,NA,1,5,NA,1,2,NA,7,NA,1,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
242826,"Santa Barbara County, CA, USA","California, USA",United States,"34.403626059333, -119.69417811095",land,2022-09-17,Explore Ecology,5,NA,5,8.152,NA,73,24,NA,NA,27,1,9,1,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242452,"Santa Barbara County, CA, USA","California, USA",United States,"34.387788, -119.51370615",land,2022-09-17,Explore Ecology,5,NA,5,4.7,NA,4,3,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
242601,"Santa Barbara County, CA, USA","California, USA",United States,"34.390393120852, -119.5067430127",land,2022-09-17,Franklin Creek,5,NA,5,5.8,NA,NA,NA,1,NA,7,7,7,NA,3,12,6,6,5,3,NA,8,6,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,0
242483,"Santa Barbara County, CA, USA","California, USA",United States,"34.406931707033, -119.84362034027",land,2022-09-17,Glass House Group,5,NA,5,15.467,NA,NA,4,2,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
188110,"San Francisco County, CA, USA","California, USA",United States,"37.74112, -122.37761",land,2021-09-18,Greenagers Coastal Cleanup,5,NA,5,10.37,NA,NA,15,NA,1,1,NA,4,1,NA,4,2,1,9,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0
242936,"Los Angeles County, CA, USA","California, USA",United States,"33.900615231011, -118.41981176572",land,2022-09-17,Hawkins HS,5,NA,5,24.137,NA,4,4,1,2,14,10,NA,7,4,12,NA,10,11,10,NA,1,NA,1,NA,NA,NA,NA,8,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0
192043,"San Luis Obispo County, CA, USA","California, USA",United States,"35.30328, -120.66258",land,2021-09-18,High Tide,5,NA,5,5.02,NA,1,16,1,NA,NA,NA,1,NA,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
242586,"Los Angeles County, CA, USA","California, USA",United States,"34.010123044125, -118.49883637888",land,2022-09-17,holy church group,5,NA,5,5.846,NA,NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
216633,"San Diego County, CA, USA","California, USA",United States,"33.050881, -117.29861",land,2021-09-18,Laulima,5,NA,5,2,NA,24,10,NA,NA,7,2,NA,3,5,2,1,3,1,NA,1,2,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
187691,"Los Angeles County, CA, USA","California, USA",United States,"33.90203, -118.42077",land,2021-09-18,Lawn dale Highschool,5,NA,5,6.34,NA,28,15,NA,NA,7,1,2,1,1,2,4,11,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,0
187882,"Los Angeles County, CA, USA","California, USA",United States,"33.90142, -118.42024",land,2021-09-18,Lawndale High,5,NA,5,8.34,NA,8,5,NA,1,8,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
188203,"Ventura County, CA, USA","California, USA",United States,"34.19776, -119.24792",land,2021-09-18,Mandalas state beach 2021,5,NA,5,36.96,NA,17,NA,1,NA,9,7,NA,6,2,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,33,NA,NA,NA,NA,NA,NA,23,NA,NA,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,0
191860,"Solano County, CA, USA","California, USA",United States,"38.10958, -122.28018",land,2021-09-18,Mare island cal Maritime,5,NA,5,31.53,NA,7,11,5,NA,1,NA,3,2,1,NA,3,3,15,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,5,NA,2,NA,1,NA,NA,23,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
187802,"Monterey County, CA, USA","California, USA",United States,"36.61523, -121.85423",land,2021-09-18,Monterey Friendship Group,5,NA,5,3.77,NA,3,11,1,NA,3,NA,2,2,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
188224,"Monterey County, CA, USA","California, USA",United States,"36.66018, -121.82107",land,2021-09-18,NDHS,5,NA,5,27.06,NA,5,9,NA,NA,2,1,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
187926,"San Mateo County, CA, USA","California, USA",United States,"37.62753, -122.49471",land,2021-09-18,Neato Robotics,5,NA,5,2.49,NA,6,12,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242827,"Ventura County, CA, USA","California, USA",United States,"34.281715671271, -119.2925588628",land,2022-09-17,Ortiz Family,5,NA,5,0.034,NA,20,NA,NA,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
244455,"San Mateo County, CA, USA","California, USA",United States,"37.66617935, -122.49517793",land,2022-09-17,Pacific Beach Coalition,5,NA,5,23.308,NA,2,NA,NA,NA,1,6,NA,NA,NA,3,3,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
242721,"Santa Cruz County, CA, USA","California, USA",United States,"36.962156603147, -122.02363430534",land,2022-09-17,Patzoldt,5,NA,5,31.113,NA,52,40,NA,NA,29,28,NA,11,12,4,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,34,NA,22,NA,3,NA,NA,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2
244158,"San Mateo County, CA, USA","California, USA",United States,"37.66614966, -122.49507272",land,2022-09-17,PBC,5,NA,5,22.584884,NA,6,10,NA,1,11,1,1,2,NA,2,1,2,2,5,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7
242532,"Santa Cruz County, CA, USA","California, USA",United States,"36.979203290932, -121.93976211267",land,2022-09-17,PRB,5,NA,5,6,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
187900,"San Francisco County, CA, USA","California, USA",United States,"37.74007, -122.37627",land,2021-09-18,Punny,5,NA,5,15.83,NA,24,10,3,3,7,10,NA,NA,NA,3,11,3,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,1,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,0
242424,"Santa Barbara County, CA, USA","California, USA",United States,"34.406998594661, -119.84352626074",land,2022-09-17,raytheon,5,NA,5,108.279,NA,6,7,NA,1,6,2,2,4,1,4,2,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
243308,"San Mateo County, CA, USA","California, USA",United States,"37.485045878667, -122.44495092548",land,2022-09-17,Rotary HMB,5,NA,5,7.591,NA,30,10,1,NA,NA,NA,NA,3,1,NA,NA,NA,1,5,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188075,"Los Angeles County, CA, USA","California, USA",United States,"34.03552, -118.67855",land,2021-09-18,sasha,5,NA,5,5.6,NA,3,NA,NA,1,1,2,NA,NA,NA,4,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188059,"Los Angeles County, CA, USA","California, USA",United States,"34.0364, -118.67759",land,2021-09-18,sasha,5,NA,5,1.44,NA,4,2,NA,NA,NA,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242358,"Santa Cruz County, CA, USA","California, USA",United States,"36.9741171, -122.0307963",land,2022-09-17,save our shores,5,NA,5,7.577,NA,31,NA,NA,2,NA,NA,6,NA,3,NA,1,1,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
242676,"Santa Barbara County, CA, USA","California, USA",United States,"34.403575629411, -119.69388336581",land,2022-09-17,Sea Landing,5,NA,5,5,NA,101,8,NA,2,32,2,3,4,NA,3,NA,8,1,9,2,1,2,NA,NA,NA,NA,NA,NA,3,NA,10,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,1,6,NA,5,3,2
247224,"Los Angeles County, CA, USA","California, USA",United States,"33.752344446002, -118.10839615942",land,2022-09-17,Seal Beach Yacht Club,5,NA,5,0,4,6,24,5,NA,12,NA,2,1,2,3,20,10,NA,12,NA,6,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
189017,"Riverside County, CA, USA","California, USA",United States,"34.01842, -117.53498",land,2021-09-18,The Watershed Project,5,NA,5,35.39,NA,6,50,15,5,25,10,17,25,15,20,40,32,24,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,0,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,10,NA,NA,NA,0
199555,"San Luis Obispo County, CA, USA","California, USA",United States,"35.54813, -120.70631",land,2021-09-18,THS FFA Group 1,5,NA,5,27.86,NA,53,40,45,31,33,18,45,31,10,33,17,25,13,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,0,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,12,30,NA,NA,NA,NA,NA,NA,NA,NA,0
199559,"San Luis Obispo County, CA, USA","California, USA",United States,"35.54818, -120.70622",land,2021-09-18,THS FFA Group 4,5,NA,5,23.12,NA,50,50,20,30,41,20,20,5,1,30,20,10,5,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,10,NA,NA,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
188432,"San Luis Obispo County, CA, USA","California, USA",United States,"35.30646, -120.66088",land,2021-09-18,Trash Compactors,5,NA,5,6.9,NA,1,4,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
267938,"Orange County, CA, USA","California, USA",United States,"33.648487805791, -117.98644766219",land,2022-09-17,troop 4301,5,NA,5,2.149,NA,6,NA,NA,NA,11,6,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
188424,"San Luis Obispo County, CA, USA","California, USA",United States,"35.10641, -120.62708",land,2021-09-18,Troop 489A,5,NA,5,22.1,NA,80,69,1,NA,1,7,1,2,1,6,1,8,9,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
191895,"Santa Barbara County, CA, USA","California, USA",United States,"34.40256, -119.6976",land,2021-09-18,Ubs q,5,NA,5,0.79,NA,14,3,NA,NA,2,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
188030,"Los Angeles County, CA, USA","California, USA",United States,"34.0361, -118.67741",land,2021-09-18,Vivian Eli Danica Madeline Olivia,5,NA,5,8.6,NA,10,14,1,1,13,1,1,NA,NA,6,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0
188437,"Orange County, CA, USA","California, USA",United States,"33.46214, -117.70392",watercraft,2021-09-18,Westwind Sailing,5,NA,5,2.07,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
188440,"Orange County, CA, USA","California, USA",United States,"33.46214, -117.70392",land,2021-09-18,Westwind Sailing,5,NA,5,2.07,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
267875,"San Mateo County, CA, USA","California, USA",United States,"37.667293817884, -122.49432225859",land,2022-09-17,Whatever,5,NA,5,4.334,NA,4,5,1,NA,NA,1,NA,NA,4,NA,2,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
242428,"Alameda County, CA, USA","California, USA",United States,"37.861449977303, -122.31636842644",land,2022-09-17,NA,5,NA,5,46.516,NA,40,3,NA,NA,NA,NA,NA,5,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
188233,"Alameda County, CA, USA","California, USA",United States,"37.83746, -122.30237",land,2021-09-18,NA,5,NA,5,13.75,NA,70,27,NA,NA,11,6,2,5,3,4,1,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188391,"Los Angeles County, CA, USA","California, USA",United States,"34.03098, -118.52513",land,2021-09-18,NA,5,NA,5,15.25,NA,425,22,NA,1,3,5,NA,2,5,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
187891,"Los Angeles County, CA, USA","California, USA",United States,"33.99444, -118.48117",land,2021-09-18,NA,5,NA,5,3.39,NA,19,21,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188494,"Napa County, CA, USA","California, USA",United States,"38.17328, -122.2669",land,2021-09-18,NA,5,NA,5,26.6,NA,300,78,7,3,85,12,4,4,2,6,2,3,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,3,NA,NA,9,NA,NA,3,7,1,NA,NA,NA,NA,13,NA,NA,NA,0
216531,"San Diego County, CA, USA","California, USA",United States,"32.864556, -117.220033",land,2021-09-18,NA,3,2,5,45.5,NA,179,77,NA,1,21,14,10,4,3,4,1,1,1,5,2,2,NA,NA,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,11,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
188505,"San Luis Obispo County, CA, USA","California, USA",United States,"35.30689, -120.65965",land,2021-09-18,NA,5,NA,5,263.64,NA,NA,8,NA,2,2,3,54,6,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
