cleanup_id,zone,state,country,gps,cleanup_type,cleanup_date,group_name,adults,children,people,pounds,number_of_bags,cigarette_butts,food_wrappers_candy_chips_etc,take_out_away_containers_plastic,take_out_away_containers_foam,bottle_caps_plastic,bottle_caps_metal,lids_plastic,straws_stirrers,forks_knives_spoons,beverage_bottles_plastic,beverage_bottles_glass,beverage_cans,grocery_bags_plastic,other_plastic_bags,paper_bags,cups_plates_paper,cups_plates_plastic,cups_plates_foam,fishing_buoys_pots_traps,fishing_net_pieces,fishing_line_1_yard_meter_1_piece,rope_1_yard_meter_1_piece,x6_pack_holders,other_plastic_foam_packaging,other_plastic_bottles_oil_bleach_etc,strapping_bands,tobacco_packaging_wrap,beverages_sachets,appliances_refrigerators_washers_etc,balloons,cigar_tips,cigarette_lighters,construction_materials,fireworks,tires,toys,e_cigarettes,other_tobacco_packaging_lighter_etc,condoms,diapers,syringes,tampons_tampon_applicators,gloves_masks_ppe,foam_dock_pieces,electronic_waste_phones_batteries,cotton_bud_sticks_swabs,clothing_shoes
5166,"Los Angeles County, CA, USA","California, USA",United States,"33.88624, -118.14026",beach,2016-09-17,US Bank Roy Rogers State Beach,2,0,2,3.46,NA,28,9,1,6,2,NA,1,2,4,1,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6917,"Los Angeles County, CA, USA","California, USA",United States,"34.015865807443, -118.82268548012",beach,2016-09-17,Ventura County Coastal Cleanup Day-Mugu Rock Beach,67,0,67,55,42,295,120,12,9,80,67,22,52,17,23,82,52,4,4,11,7,13,13,1,5,31,4,2,18,3,12,3,NA,NA,3,8,1,10,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
4987,"Los Angeles County, CA, USA","California, USA",United States,"34.02744, -118.5174",beach,2016-09-17,NA,7,0,7,33.72,NA,308,26,5,NA,15,NA,1,13,2,1,2,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4738,"Los Angeles County, CA, USA","California, USA",United States,"34.03087, -118.52523",beach,2016-09-17,NA,3,0,3,6.96,NA,38,12,2,NA,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4812,"Los Angeles County, CA, USA","California, USA",United States,"34.14053, -118.16829",beach,2016-09-17,NA,1,0,1,3.12,NA,3,10,4,7,2,NA,3,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4883,"Los Angeles County, CA, USA","California, USA",United States,"34.02695, -118.51709",beach,2016-09-17,NA,1,0,1,2.14,NA,80,36,NA,NA,5,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4799,"Los Angeles County, CA, USA","California, USA",United States,"34.14349, -118.1674",beach,2016-09-17,NA,1,0,1,1.78,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,"Los Angeles County, CA, USA","California, USA",United States,"34.13995, -118.16789",beach,2016-09-17,NA,1,0,1,1.69,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7690,"Marin County, CA, USA","California, USA",United States,"37.90581169487, -122.67571478267",beach,2016-09-17,Agate Beach,6,0,6,53.5,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6277,"Marin County, CA, USA","California, USA",United States,"37.893212918405, -122.5249244232",beach,2016-09-17,Bayfront Park,26,23,49,84,15,101,250,6,19,32,7,17,17,2,22,13,50,9,15,2,NA,NA,6,NA,NA,NA,1,1,14,2,6,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6273,"Marin County, CA, USA","California, USA",United States,"37.961250176407, -122.49212626266",beach,2016-09-17,Baypoint Lagoons,5,1,6,35,4,1200,43,7,8,25,45,12,15,4,20,7,6,10,10,19,10,5,5,NA,NA,1,1,35,11,NA,3,13,NA,NA,NA,3,1,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
6272,"Marin County, CA, USA","California, USA",United States,"37.971433989757, -122.48929738998",beach,2016-09-17,Bayway Beach,11,0,11,72,NA,39,291,28,8,84,1,17,53,3,14,2,7,2,46,4,1,1,1,2,NA,1,1,1,191,5,1,5,NA,NA,1,21,4,122,NA,11,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
6278,"Marin County, CA, USA","California, USA",United States,"37.878740828056, -122.47326850891",beach,2016-09-17,Belvedere Beach,10,24,34,65,24,18,61,27,197,37,NA,11,16,9,35,12,19,29,NA,NA,NA,7,30,5,2,16,13,NA,77,14,6,7,NA,NA,7,NA,7,49,NA,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA
6279,"Marin County, CA, USA","California, USA",United States,"37.824232207484, -122.50872012395",beach,2016-09-17,Black Sands Beach,7,0,7,22,5,41,42,30,36,12,8,3,5,NA,7,4,1,NA,9,1,NA,1,NA,NA,3,9,7,NA,10,1,4,3,NA,NA,1,1,1,4,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA
6280,"Marin County, CA, USA","California, USA",United States,"37.89296907357, -122.52508106525",beach,2016-09-17,Bothin Marsh,42,0,42,269,5,46,21,2,1,51,23,26,31,19,5,10,3,6,NA,NA,11,7,8,NA,1,1,1,2,6,21,NA,5,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
6281,"Marin County, CA, USA","California, USA",United States,"37.882285956343, -122.50299425272",beach,2016-09-17,Brickyard Park (Strawberry),3,5,8,140,7,24,252,10,1,3,12,5,2,1,29,14,4,1,117,NA,9,6,7,6,NA,NA,1,NA,22,1,1,NA,NA,NA,1,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6292,"Marin County, CA, USA","California, USA",United States,"38.006445797582, -122.48002081295",beach,2016-09-17,China Camp,18,7,25,142.5,16,121,66,19,10,23,67,10,13,14,26,74,42,11,10,35,9,6,2,NA,8,12,3,2,6,1,1,10,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6293,"Marin County, CA, USA","California, USA",United States,"38.026201113929, -122.96277508809",beach,2016-09-17,Drake's Beach,50,5,55,120,15,55,171,47,27,139,46,33,44,22,27,13,12,3,8,59,7,18,3,9,3,2,24,2,39,5,11,6,NA,NA,12,11,8,73,NA,NA,NA,NA,NA,1,1,1,5,NA,NA,NA,NA,NA
6701,"Marin County, CA, USA","California, USA",United States,"38.06183915831, -122.51157818595",beach,2016-09-17,Hamilton Field Wetlands,15,13,28,71,14,20,92,8,1,21,1,8,3,NA,17,4,29,4,43,6,3,3,NA,1,NA,1,2,NA,32,1,3,NA,NA,NA,2,1,2,135,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
6295,"Marin County, CA, USA","California, USA",United States,"37.833707371402, -122.47509970723",beach,2016-09-17,Horseshoe Cove,20,5,25,200,15,649,261,24,23,197,43,66,83,31,88,46,56,33,72,11,37,16,77,9,14,26,27,1,232,4,34,NA,NA,NA,5,27,8,13,10,1,NA,NA,NA,2,1,1,4,NA,NA,NA,NA,NA
6296,"Marin County, CA, USA","California, USA",United States,"38.188175876727, -122.96503543854",beach,2016-09-17,Kehoe Beach,4,0,4,45.5,6,NA,19,NA,NA,18,3,3,6,NA,4,2,NA,NA,NA,NA,NA,3,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
6297,"Marin County, CA, USA","California, USA",United States,"37.82464500703, -122.51046173609",beach,2016-09-17,Kirby Cove,13,7,20,74,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6702,"Marin County, CA, USA","California, USA",United States,"37.944381185882, -122.50870231437",beach,2016-09-17,Larkspur Ferry Terminal - Corte Madera Creek,10,1,11,185,NA,269,37,10,1,16,5,10,9,7,26,19,9,10,NA,3,4,4,1,1,6,1,1,5,NA,NA,2,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
6299,"Marin County, CA, USA","California, USA",United States,"37.994184879807, -122.45492993155",beach,2016-09-17,McNear's Beach,8,12,20,21,2,66,35,2,NA,18,20,3,2,3,6,23,6,15,23,9,5,6,1,NA,23,11,1,1,28,3,3,3,NA,NA,2,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6300,"Marin County, CA, USA","California, USA",United States,"37.860770731276, -122.58315926185",beach,2016-09-17,Muir Beach,43,30,73,100,NA,171,135,37,8,153,60,27,37,18,85,47,59,88,72,68,21,8,43,NA,NA,NA,NA,4,42,NA,7,9,NA,NA,10,5,5,13,NA,3,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA
6302,"Marin County, CA, USA","California, USA",United States,"37.927625193181, -122.51134858205",beach,2016-09-17,Muzzi Marsh,37,25,62,6000,100,1046,255,19,3,30,27,21,26,8,53,58,58,38,156,79,14,16,14,NA,NA,NA,1,1,47,NA,2,6,NA,2,4,2,NA,37,NA,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
6304,"Marin County, CA, USA","California, USA",United States,"38.095581737821, -122.55258314646",beach,2016-09-17,Novato Creek - Scottsdale Pond,3,0,3,110,10,44,164,31,NA,15,13,20,16,11,70,40,22,22,8,36,34,51,1,NA,NA,NA,NA,NA,NA,NA,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
6271,"Marin County, CA, USA","California, USA",United States,"37.995717612309, -122.47650089557",beach,2016-09-17,Pickleweed Park and Community Center,6,22,28,150,15,1084,198,10,1,36,241,10,21,11,9,16,12,12,34,5,7,3,8,NA,NA,NA,1,1,16,NA,8,18,NA,NA,1,2,3,4,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
6305,"Marin County, CA, USA","California, USA",United States,"37.879892523133, -122.51438494939",beach,2016-09-17,Pohono Street,8,0,8,160,10,480,95,8,NA,15,3,28,15,8,13,4,8,6,NA,2,2,15,NA,NA,NA,2,2,NA,35,1,5,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6306,"Marin County, CA, USA","California, USA",United States,"37.830927310417, -122.537605691",beach,2016-09-17,Rodeo Beach,40,25,65,61.73,NA,242,492,11,21,64,28,16,92,8,15,17,6,16,49,14,14,5,30,3,19,5,9,4,125,6,27,29,NA,NA,31,17,2,56,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA
6307,"Marin County, CA, USA","California, USA",United States,"37.831684194707, -122.53036029368",beach,2016-09-17,Rodeo Lagoon,21,6,27,10,5,48,56,5,NA,6,5,NA,9,3,6,21,5,10,20,7,10,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,2,NA,4,1,1,NA,NA,NA,2,1,1,3,NA,NA,NA,NA,NA
6274,"Marin County, CA, USA","California, USA",United States,"37.968360386383, -122.51213189382",watercraft,2016-09-17,San Rafael Canal (101 Surf Sports),10,8,18,55,26,NA,10,NA,NA,NA,NA,3,2,NA,14,20,8,2,7,NA,9,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
6276,"Marin County, CA, USA","California, USA",United States,"37.969157553032, -122.50265178387",watercraft,2016-09-17,San Rafael Canal by Boat,9,3,12,126,16,50,50,NA,NA,20,10,50,10,NA,30,60,10,10,20,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,10,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
6275,"Marin County, CA, USA","California, USA",United States,"37.95356629875, -122.48926874418",beach,2016-09-17,San Rafael Shoreline Path (Target),14,19,33,64,18,736,110,6,NA,10,140,39,44,15,51,91,28,13,16,30,37,10,10,3,5,5,5,3,10,NA,NA,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6309,"Marin County, CA, USA","California, USA",United States,"37.864261324389, -122.4942111969",beach,2016-09-17,Sausalito Waterfront - North,11,11,22,60,20,611,149,8,2,38,44,12,65,17,44,26,23,11,56,11,15,24,2,NA,NA,NA,12,2,18,2,40,2,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
6311,"Marin County, CA, USA","California, USA",United States,"37.825238227131, -122.53439433603",beach,2016-09-17,South Rodeo Beach,6,6,12,17.5,3,47,167,NA,1,NA,NA,NA,2,NA,11,2,3,2,7,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7689,"Marin County, CA, USA","California, USA",United States,"37.88528081063, -122.62878121757",beach,2016-09-17,Steep Ravine/Red Rock Beach,3,0,3,12,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6741,"Marin County, CA, USA","California, USA",United States,"37.902154600775, -122.65279798885",beach,2016-09-17,Stinson Beach,35,0,35,57,6,674,323,11,2,111,89,21,95,24,27,32,42,11,60,51,67,15,2,NA,9,3,19,4,15,2,19,12,NA,NA,11,3,NA,8,19,2,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA
5198,"Marin County, CA, USA","California, USA",United States,"37.98401, -122.56642",beach,2016-09-17,Troop 15 Marin,14,0,14,24.25,NA,50,418,1,NA,517,NA,24,273,7,2,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4941,"Marin County, CA, USA","California, USA",United States,"37.8603, -122.57758",beach,2016-09-17,NA,2,0,2,6.73,NA,14,25,2,NA,8,NA,6,2,NA,2,2,2,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5537,"Mariposa County, CA, USA","California, USA",United States,"37.455088007141, -119.94957708157",beach,2016-09-17,Great Sierra River Cleanup,25,17,42,90,50,1600,170,20,11,20,12,20,27,11,30,22,25,20,20,65,15,5,5,NA,NA,NA,NA,10,2,2,10,20,NA,NA,6,25,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6949,"Mendocino County, CA, USA","California, USA",United States,"39.302872873307, -123.79358053207",beach,2016-09-17,Big River Beach,17,0,17,50,16,123,47,17,8,28,65,3,8,7,5,52,14,2,11,2,7,4,NA,NA,1,NA,NA,NA,12,NA,11,2,NA,NA,NA,1,1,102,NA,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA
6950,"Mendocino County, CA, USA","California, USA",United States,"39.361145686205, -123.81656169891",beach,2016-09-17,Caspar Beach,6,0,6,18,NA,271,83,19,NA,10,19,3,6,3,7,19,19,3,12,8,25,5,NA,NA,2,1,1,NA,8,NA,3,9,NA,NA,1,NA,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6956,"Mendocino County, CA, USA","California, USA",United States,"39.417165221029, -123.81240963936",beach,2016-09-17,Hare Creek Beach,18,1,19,95,NA,262,58,18,2,24,30,11,12,11,9,38,15,7,11,18,13,4,3,NA,NA,NA,3,1,11,2,3,6,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
6952,"Mendocino County, CA, USA","California, USA",United States,"39.530161643293, -123.77489089966",beach,2016-09-17,Mackerricher State Park,6,0,6,14.5,NA,355,70,NA,NA,24,7,3,17,7,NA,NA,1,NA,NA,1,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6962,"Mendocino County, CA, USA","California, USA",United States,"38.983898587499, -123.7069773674",beach,2016-09-17,Manchester State Beach,5,1,6,75,6,69,27,NA,1,28,3,4,2,1,5,25,14,NA,2,NA,NA,NA,1,8,6,11,15,NA,26,17,5,2,NA,2,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5075,"Mendocino County, CA, USA","California, USA",United States,"39.40344, -123.8157",beach,2016-09-17,Noyo Center For Marine Science,1,0,1,4.35,NA,28,19,5,NA,10,NA,NA,7,12,4,3,6,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6947,"Mendocino County, CA, USA","California, USA",United States,"39.424044329329, -123.80531787872",watercraft,2016-09-17,Noyo River/ Habor,6,0,6,1500,8,12,39,12,8,60,NA,72,22,7,45,14,12,12,24,NA,12,5,4,NA,NA,15,6,NA,NA,7,NA,8,NA,NA,3,NA,16,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6965,"Mendocino County, CA, USA","California, USA",United States,"38.789449230407, -123.56126904488",beach,2016-09-17,Susan Moon,2,0,2,30,4,40,5,1,2,NA,10,2,1,1,5,30,15,NA,22,42,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,6,3,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
6946,"Mendocino County, CA, USA","California, USA",United States,"39.551110883028, -123.76858234406",beach,2016-09-17,Ten Mile Beach,10,0,10,50,10,3,33,1,NA,30,4,4,3,NA,10,5,4,5,10,NA,NA,2,NA,3,NA,NA,12,NA,8,4,5,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6948,"Mendocino County, CA, USA","California, USA",United States,"39.47216251148, -123.80501747131",beach,2016-09-17,Virgin Creek Beach,17,2,19,20,6,107,36,2,NA,7,6,4,6,1,1,NA,2,1,2,NA,4,2,2,2,3,NA,3,NA,7,NA,3,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA
16182,"Monterey County, CA, USA","California, USA",United States,"36.53845873128, -121.92885518074",beach,2016-09-17,Carmel River State Beach - ACC,4,0,4,29,NA,9,10,NA,4,4,NA,NA,6,4,NA,NA,NA,1,5,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16162,"Monterey County, CA, USA","California, USA",United States,"36.603575181217, -121.87222838402",beach,2016-09-17,Del Monte Beach at Wharf #2 - ACC,112,0,112,510,NA,1981,396,27,3,230,85,26,51,12,11,69,16,21,16,24,8,3,2,10,3,18,6,NA,77,27,86,10,NA,NA,10,3,4,43,NA,NA,NA,NA,NA,NA,NA,245,460,NA,NA,NA,NA,NA
16163,"Monterey County, CA, USA","California, USA",United States,"36.657807418192, -121.8242919445",beach,2016-09-17,Fort Ord Dunes State Beach - ACC,145,0,145,100,NA,43,264,2,3,24,23,8,37,3,30,35,52,17,47,5,12,14,9,5,39,15,19,NA,139,1,8,9,NA,NA,11,2,1,2,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
16168,"Monterey County, CA, USA","California, USA",United States,"36.625283825778, -121.91653847694",beach,2016-09-17,Lovers Point Beach - ACC,45,0,45,45,NA,529,229,11,NA,18,48,2,31,10,15,34,22,8,110,91,6,5,4,NA,1,23,6,NA,13,NA,17,15,NA,6,1,6,23,7,11,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
16110,"Monterey County, CA, USA","California, USA",United States,"36.804568715982, -121.78833961487",beach,2016-09-17,Moss Landing State Beach - ACC,31,0,31,39,NA,20,13,NA,1,18,2,1,8,NA,6,2,2,10,2,NA,2,3,1,1,9,6,4,1,10,1,3,2,NA,NA,5,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
16191,"Monterey County, CA, USA","California, USA",United States,"36.741171096091, -121.8053984642",beach,2016-09-17,Salinas River National Wildlife Refuge - ACC,70,0,70,141,NA,12,14,6,7,48,3,26,12,1,15,4,2,6,13,6,2,8,3,4,NA,5,1,1,56,3,2,NA,NA,2,8,4,3,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
16189,"Monterey County, CA, USA","California, USA",United States,"36.790938828719, -121.79330438375",beach,2016-09-17,Salinas River State Beach - ACC,18,0,18,31,NA,46,32,4,3,13,5,1,7,2,13,4,7,3,4,8,12,NA,NA,1,NA,5,NA,2,12,4,NA,5,NA,6,1,15,5,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA
16177,"Monterey County, CA, USA","California, USA",United States,"36.768858679156, -121.79946541786",beach,2016-09-17,Salinas River State Beach at Molera - ACC,16,0,16,31,NA,63,42,4,4,63,60,20,28,4,23,12,13,3,14,8,14,6,NA,5,6,8,2,1,19,5,NA,5,NA,1,12,18,1,5,50,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA
16165,"Monterey County, CA, USA","California, USA",United States,"36.61508182852, -121.85487985611",beach,2016-09-17,Sand City Beach at West Bay St. - ACC,62,0,62,4120,NA,265,41,5,5,61,12,56,52,4,26,50,29,6,8,3,7,1,NA,NA,NA,1,6,NA,47,NA,1,9,NA,NA,6,7,6,17,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
4768,"Monterey County, CA, USA","California, USA",United States,"36.62419, -121.91687",beach,2016-09-17,Troop 30106,8,0,8,4.63,NA,10,21,1,NA,7,NA,NA,1,1,NA,1,4,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16194,"Monterey County, CA, USA","California, USA",United States,"36.689637531267, -121.62618398666",beach,2016-09-17,Upper Carr Lake - ACC,108,0,108,1513,NA,160,318,29,19,140,75,57,47,14,100,68,37,70,225,252,78,46,11,NA,2,1,7,NA,100,29,24,13,NA,13,2,56,23,73,1,5,NA,NA,NA,19,29,NA,2,NA,NA,NA,NA,NA
16166,"Monterey County, CA, USA","California, USA",United States,"36.841945023127, -121.80484056473",beach,2016-09-17,Zmudowski Beach - ACC,14,0,14,12,NA,4,16,1,NA,8,4,2,1,NA,1,NA,2,NA,1,1,1,2,5,3,2,1,NA,NA,15,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7824,"Napa County, CA, USA","California, USA",United States,"38.508113105696, -122.20315933228",beach,2016-09-17,Napa County Rescource Conservation District,12,10,22,3900,7,49,20,2,10,46,24,5,3,3,83,61,100,16,15,8,4,15,11,6,7,10,22,NA,23,NA,1,2,NA,NA,2,8,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7816,"Napa County, CA, USA","California, USA",United States,"38.298070736165, -122.29974031448",beach,2016-09-17,Napa County Resource Conservation District,17,10,27,380,10,1300,80,5,2,50,50,70,30,20,60,45,30,10,15,15,23,20,3,NA,NA,NA,NA,5,5,2,15,25,NA,NA,NA,5,1,2,NA,6,NA,NA,NA,4,2,1,3,NA,NA,NA,NA,NA
7667,"Napa County, CA, USA","California, USA",United States,"38.61767521146, -122.28941917419",beach,2016-09-17,Napa County Resource Conservation District,20,2,22,310,35,200,120,45,20,50,40,80,20,20,80,150,280,100,40,30,200,100,50,NA,20,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
7822,"Napa County, CA, USA","California, USA",United States,"38.294534266395, -122.28301405907",beach,2016-09-17,Napa County Resource Conservation District,15,3,18,295,2,250,60,4,NA,100,70,60,20,10,10,15,19,15,12,7,6,8,1,NA,NA,1,NA,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
7826,"Napa County, CA, USA","California, USA",United States,"38.281784704395, -122.29360342026",beach,2016-09-17,Napa County Resource Conservation District,23,9,32,250,NA,35,40,NA,NA,40,20,8,10,NA,51,40,22,NA,30,NA,NA,12,20,6,NA,10,NA,NA,NA,NA,NA,5,NA,NA,1,NA,4,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
5535,"Nevada County, CA, USA","California, USA",United States,"39.383659234774, -120.08235511748",beach,2016-09-17,Great Sierra River Cleanup,10,5,15,404,26,NA,NA,NA,28,66,19,76,63,6,NA,NA,NA,60,47,29,16,26,26,31,2,61,5,2,43,7,NA,13,NA,3,5,NA,NA,27,NA,5,NA,NA,NA,32,14,1,4,NA,NA,NA,NA,NA
4860,"Orange County, CA, USA","California, USA",United States,"33.69578, -118.04615",beach,2016-09-17,Amigos de Bolsa Chica,2,0,2,15.04,NA,20,14,26,20,15,NA,5,19,6,15,6,10,18,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
